"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Period"
2016,"June 2016","Exports","Norway",405,61,"џэт-рту"
2016,"June 2016","Exports","New Zealand",405,958898,"џэт-рту"
2016,"June 2016","Exports","EU-28",405,140,"џэт-рту"
2016,"June 2016","Exports","Ghana",405,121,"џэт-рту"
2016,"June 2016","Exports","Ukraine",405,9,"џэт-рту"
2016,"June 2016","Exports","Finland",405,140,"џэт-рту"
2016,"June 2016","Imports","Mongolia",405,14354,"џэт-рту"
2016,"June 2016","Exports","Rep. of Moldova",405,220000,"џэт-рту"
2016,"June 2016","Imports","Armenia",405,1938,"џэт-рту"
2016,"June 2016","Exports","Azerbaijan",405,2322,"џэт-рту"
2016,"June 2016","Exports","Argentina",405,70360,"џэт-рту"
2016,"June 2016","Imports","Belarus",405,22372,"џэт-рту"
2016,"June 2016","Exports","Belarus",405,8119325,"џэт-рту"
2016,"June 2016","Imports","Azerbaijan",405,219,"џэт-рту"
2016,"June 2016","Imports","Kazakhstan",405,177760,"џэт-рту"
2016,"June 2016","Exports","Kazakhstan",405,39041,"џэт-рту"
2016,"June 2016","Exports","Kyrgyzstan",405,18720,"џэт-рту"
2017,"June 2017","Exports","Switzerland",405,46480,"џэт-рту"
2017,"June 2017","Exports","Paraguay",405,25000,"џэт-рту"
2017,"June 2017","Exports","Turkey",405,100523,"џэт-рту"
2017,"June 2017","Imports","Mongolia",405,13417,"џэт-рту"
2017,"June 2017","Imports","Belarus",405,8167,"џэт-рту"
2017,"June 2017","Exports","Ukraine",405,4,"џэт-рту"
2017,"June 2017","Exports","Kyrgyzstan",405,496800,"џэт-рту"
2017,"June 2017","Exports","Kazakhstan",405,31309,"џэт-рту"
2017,"June 2017","Exports","Armenia",405,36,"џэт-рту"
2017,"June 2017","Imports","Armenia",405,3033,"џэт-рту"
2017,"June 2017","Exports","Argentina",405,42560,"џэт-рту"
2017,"June 2017","Imports","Azerbaijan",405,125,"џэт-рту"
2017,"June 2017","Exports","Belarus",405,0,"џэт-рту"
2017,"June 2017","Exports","New Zealand",405,407106,"џэт-рту"
2017,"June 2017","Imports","Kazakhstan",405,145306,"џэт-рту"
2017,"June 2017","Exports","Azerbaijan",405,19360,"џэт-рту"
2018,"June 2018","Imports","Slovenia",405,30,"џэт-рту"
2018,"June 2018","Exports","Paraguay",405,25000,"џэт-рту"
2018,"June 2018","Exports","New Zealand",405,822400,"џэт-рту"
2018,"June 2018","Imports","Kyrgyzstan",405,3128,"џэт-рту"
2018,"June 2018","Imports","Belarus",405,2119,"џэт-рту"
2018,"June 2018","Exports","Colombia",405,75000,"џэт-рту"
2018,"June 2018","Imports","Egypt",405,50000,"џэт-рту"
2018,"June 2018","Imports","Armenia",405,15450,"џэт-рту"
2018,"June 2018","Exports","Switzerland",405,84,"џэт-рту"
2018,"June 2018","Exports","Armenia",405,1524,"џэт-рту"
2018,"June 2018","Imports","Azerbaijan",405,108,"џэт-рту"
2018,"June 2018","Imports","Mongolia",405,16789,"џэт-рту"
2018,"June 2018","Imports","Georgia",405,367,"џэт-рту"
2018,"June 2018","Exports","Kyrgyzstan",405,436400,"џэт-рту"
2018,"June 2018","Exports","Kazakhstan",405,NA,"џэт-рту"
2018,"June 2018","Exports","Belarus",405,5352238,"џэт-рту"
2018,"June 2018","Imports","Kazakhstan",405,NA,"џэт-рту"
2019,"June 2019","Imports","Slovenia",405,21,"џэт-рту"
2019,"June 2019","Exports","Armenia",405,2298,"џэт-рту"
2019,"June 2019","Imports","Belarus",405,11979,"џэт-рту"
2019,"June 2019","Exports","Paraguay",405,75000,"џэт-рту"
2019,"June 2019","Exports","Colombia",405,25000,"џэт-рту"
2019,"June 2019","Exports","Argentina",405,583200,"џэт-рту"
2019,"June 2019","Imports","",405,460,"џэт-рту"
2019,"June 2019","Imports","Azerbaijan",405,1695,"џэт-рту"
2019,"June 2019","Imports","Armenia",405,7390,"џэт-рту"
2019,"June 2019","Exports","New Zealand",405,455050,"џэт-рту"
2019,"June 2019","Imports","Kazakhstan",405,35896,"џэт-рту"
2019,"June 2019","Exports","Kazakhstan",405,289115,"џэт-рту"
2019,"June 2019","Exports","Belarus",405,6176298,"џэт-рту"
2019,"June 2019","Imports","Mongolia",405,1207,"џэт-рту"
2019,"June 2019","Exports","Turkey",405,250,"џэт-рту"
2019,"June 2019","Exports","Switzerland",405,36,"џэт-рту"
2019,"June 2019","Imports","Kyrgyzstan",405,1465,"џэт-рту"
2019,"June 2019","Exports","Kyrgyzstan",405,621000,"џэт-рту"
2019,"June 2019","Exports","Azerbaijan",405,116120,"џэт-рту"
2020,"June 2020","Imports","Israel",405,3176,"џэт-рту"
2020,"June 2020","Imports","Slovenia",405,18,"џэт-рту"
2020,"June 2020","Exports","Uruguay",405,175000,"џэт-рту"
2020,"June 2020","Imports","United States of America",405,616,"џэт-рту"
2020,"June 2020","Imports","",405,420,"џэт-рту"
2020,"June 2020","Exports","Paraguay",405,150000,"џэт-рту"
2020,"June 2020","Exports","Kyrgyzstan",405,218000,"џэт-рту"
2020,"June 2020","Imports","Kyrgyzstan",405,2059,"џэт-рту"
2020,"June 2020","Exports","Armenia",405,2577,"џэт-рту"
2020,"June 2020","Imports","Armenia",405,35169,"џэт-рту"
2020,"June 2020","Exports","Azerbaijan",405,39350,"џэт-рту"
2020,"June 2020","Imports","Azerbaijan",405,1783,"џэт-рту"
2020,"June 2020","Exports","New Zealand",405,1053700,"џэт-рту"
2020,"June 2020","Exports","Belarus",405,8897600,"џэт-рту"
2020,"June 2020","Imports","Belarus",405,60460,"џэт-рту"
2010,"June 2010","Imports","Jordan",406,154,"џэт-рту"
2010,"June 2010","Imports","Germany",406,8,"џэт-рту"
2010,"June 2010","Exports","Germany",406,6995631,"џэт-рту"
2010,"June 2010","Exports","Latvia",406,392083,"џэт-рту"
2010,"June 2010","Exports","Argentina",406,399862,"џэт-рту"
2010,"June 2010","Exports","Norway",406,29944,"џэт-рту"
2010,"June 2010","Exports","Switzerland",406,31257,"џэт-рту"
2010,"June 2010","Imports","Armenia",406,25427,"џэт-рту"
2010,"June 2010","Exports","Armenia",406,78430,"џэт-рту"
2010,"June 2010","Exports","Italy",406,242200,"џэт-рту"
2010,"June 2010","Exports","Ukraine",406,NA,"џэт-рту"
2010,"June 2010","Exports","Poland",406,NA,"џэт-рту"
2010,"June 2010","Imports","Ukraine",406,454420,"џэт-рту"
2010,"June 2010","Exports","Bulgaria",406,NA,"џэт-рту"
2010,"June 2010","Exports","Ireland",406,42199,"џэт-рту"
2010,"June 2010","Exports","Spain",406,9100,"џэт-рту"
2010,"June 2010","Exports","Austria",406,102200,"џэт-рту"
2010,"June 2010","Exports","New Zealand",406,387222,"џэт-рту"
2010,"June 2010","Exports","Denmark",406,555400,"џэт-рту"
2010,"June 2010","Exports","France",406,645300,"џэт-рту"
2010,"June 2010","Exports","EU-28",406,18813053,"џэт-рту"
2010,"June 2010","Imports","Kazakhstan",406,620612,"џэт-рту"
2010,"June 2010","Exports","Kazakhstan",406,216000,"џэт-рту"
2010,"June 2010","Imports","EU-28",406,8,"џэт-рту"
2010,"June 2010","Exports","United Kingdom",406,600,"џэт-рту"
2010,"June 2010","Imports","United States of America",406,NA,"џэт-рту"
2010,"June 2010","Imports","Georgia",406,21439,"џэт-рту"
2010,"June 2010","Exports","United States of America",406,NA,"џэт-рту"
2010,"June 2010","Exports","Lithuania",406,2576894,"џэт-рту"
2010,"June 2010","Exports","Estonia",406,507400,"џэт-рту"
2010,"June 2010","Exports","Finland",406,2686300,"џэт-рту"
2010,"June 2010","Exports","Slovakia",406,21862,"џэт-рту"
2010,"June 2010","Exports","Sweden",406,36000,"џэт-рту"
2010,"June 2010","Exports","Hungary",406,5900,"џэт-рту"
2010,"June 2010","Exports","Czech Rep.",406,47500,"џэт-рту"
2010,"June 2010","Imports","Rep. of Moldova",406,11812,"џэт-рту"
2010,"June 2010","Exports","Greece",406,2000,"џэт-рту"
2011,"June 2011","Imports","Belarus",406,157169,"џэт-рту"
2011,"June 2011","Exports","Belarus",406,10863882,"џэт-рту"
2011,"June 2011","Exports","United Kingdom",406,19200,"џэт-рту"
2011,"June 2011","Exports","Switzerland",406,32063,"џэт-рту"
2011,"June 2011","Exports","Italy",406,341700,"џэт-рту"
2011,"June 2011","Exports","Armenia",406,93396,"џэт-рту"
2011,"June 2011","Imports","Armenia",406,13899,"џэт-рту"
2011,"June 2011","Exports","Argentina",406,274946,"џэт-рту"
2011,"June 2011","Imports","Rep. of Moldova",406,796,"џэт-рту"
2011,"June 2011","Exports","Czech Rep.",406,82100,"џэт-рту"
2011,"June 2011","Exports","Cyprus",406,1900,"џэт-рту"
2011,"June 2011","Exports","Australia",406,14050,"џэт-рту"
2011,"June 2011","Exports","Lithuania",406,2742294,"џэт-рту"
2011,"June 2011","Exports","Germany",406,4363755,"џэт-рту"
2011,"June 2011","Exports","United States of America",406,NA,"џэт-рту"
2011,"June 2011","Imports","Germany",406,8,"џэт-рту"
2011,"June 2011","Imports","United States of America",406,NA,"џэт-рту"
2011,"June 2011","Imports","Kazakhstan",406,391505,"џэт-рту"
2011,"June 2011","Exports","France",406,523400,"џэт-рту"
2011,"June 2011","Exports","EU-28",406,13871204,"џэт-рту"
2011,"June 2011","Imports","EU-28",406,8,"џэт-рту"
2011,"June 2011","Exports","Kazakhstan",406,3006,"џэт-рту"
2011,"June 2011","Exports","Slovakia",406,32623,"џэт-рту"
2011,"June 2011","Exports","Luxembourg",406,200,"џэт-рту"
2011,"June 2011","Exports","Bulgaria",406,NA,"џэт-рту"
2011,"June 2011","Imports","Georgia",406,22932,"џэт-рту"
2011,"June 2011","Exports","Sweden",406,45400,"џэт-рту"
2011,"June 2011","Exports","Greece",406,6300,"џэт-рту"
2011,"June 2011","Exports","Netherlands",406,1310169,"џэт-рту"
2011,"June 2011","Exports","Spain",406,15200,"џэт-рту"
2011,"June 2011","Exports","Belgium",406,16955,"џэт-рту"
2011,"June 2011","Exports","Ukraine",406,5849462,"џэт-рту"
2011,"June 2011","Imports","Ukraine",406,440858,"џэт-рту"
2011,"June 2011","Exports","Poland",406,628665,"џэт-рту"
2011,"June 2011","Exports","Estonia",406,419700,"џэт-рту"
2011,"June 2011","Exports","Finland",406,2522200,"џэт-рту"
2011,"June 2011","Exports","Norway",406,45974,"џэт-рту"
2011,"June 2011","Exports","Serbia",406,83923,"џэт-рту"
2011,"June 2011","Exports","Austria",406,NA,"џэт-рту"
2011,"June 2011","Exports","Denmark",406,331200,"џэт-рту"
2011,"June 2011","Exports","Latvia",406,396789,"џэт-рту"
2012,"June 2012","Imports","United States of America",406,1006,"џэт-рту"
2012,"June 2012","Exports","Poland",406,1859008,"џэт-рту"
2012,"June 2012","Exports","Estonia",406,NA,"џэт-рту"
2012,"June 2012","Exports","Norway",406,49273,"џэт-рту"
2012,"June 2012","Exports","Ireland",406,40500,"џэт-рту"
2012,"June 2012","Exports","Armenia",406,102836,"џэт-рту"
2012,"June 2012","Exports","New Zealand",406,52312,"џэт-рту"
2012,"June 2012","Imports","Armenia",406,15410,"џэт-рту"
2012,"June 2012","Exports","Spain",406,7309,"џэт-рту"
2012,"June 2012","Exports","Sweden",406,74600,"џэт-рту"
2012,"June 2012","Exports","Bulgaria",406,17774,"џэт-рту"
2012,"June 2012","Exports","EU-28",406,20946839,"џэт-рту"
2012,"June 2012","Exports","Lithuania",406,4016258,"џэт-рту"
2012,"June 2012","Imports","EU-28",406,13,"џэт-рту"
2012,"June 2012","Exports","United Kingdom",406,19200,"џэт-рту"
2012,"June 2012","Exports","Italy",406,504500,"џэт-рту"
2012,"June 2012","Exports","Slovakia",406,63453,"џэт-рту"
2012,"June 2012","Imports","Georgia",406,16546,"џэт-рту"
2012,"June 2012","Exports","Austria",406,59700,"џэт-рту"
2012,"June 2012","Exports","Serbia",406,328897,"џэт-рту"
2012,"June 2012","Imports","Germany",406,13,"џэт-рту"
2012,"June 2012","Exports","Germany",406,6185002,"џэт-рту"
2012,"June 2012","Exports","Netherlands",406,2988602,"џэт-рту"
2012,"June 2012","Exports","Slovenia",406,2004,"џэт-рту"
2012,"June 2012","Imports","Ukraine",406,338179,"џэт-рту"
2012,"June 2012","Exports","Ukraine",406,4999611,"џэт-рту"
2012,"June 2012","Exports","Finland",406,NA,"џэт-рту"
2012,"June 2012","Exports","Switzerland",406,40913,"џэт-рту"
2012,"June 2012","Exports","Rep. of Moldova",406,74667,"џэт-рту"
2012,"June 2012","Imports","Rep. of Moldova",406,10494,"џэт-рту"
2012,"June 2012","Exports","Greece",406,9100,"џэт-рту"
2012,"June 2012","Exports","Belgium",406,38521,"џэт-рту"
2012,"June 2012","Exports","France",406,NA,"џэт-рту"
2012,"June 2012","Exports","Kazakhstan",406,102100,"џэт-рту"
2012,"June 2012","Imports","Kazakhstan",406,591700,"џэт-рту"
2012,"June 2012","Exports","Australia",406,77520,"џэт-рту"
2012,"June 2012","Exports","Denmark",406,501800,"џэт-рту"
2012,"June 2012","Exports","Argentina",406,199886,"џэт-рту"
2012,"June 2012","Exports","Czech Rep.",406,81200,"џэт-рту"
2012,"June 2012","Imports","Kyrgyzstan",406,158819,"џэт-рту"
2012,"June 2012","Exports","Latvia",406,334131,"џэт-рту"
2012,"June 2012","Imports","Belarus",406,258384,"џэт-рту"
2012,"June 2012","Exports","Belarus",406,13205919,"џэт-рту"
2013,"June 2013","Exports","New Zealand",406,181554,"џэт-рту"
2013,"June 2013","Exports","Switzerland",406,32057,"џэт-рту"
2013,"June 2013","Exports","Australia",406,20000,"џэт-рту"
2013,"June 2013","Exports","Serbia",406,420856,"џэт-рту"
2013,"June 2013","Exports","Denmark",406,1222600,"џэт-рту"
2013,"June 2013","Imports","Germany",406,1296,"џэт-рту"
2013,"June 2013","Exports","Croatia",406,1274,"џэт-рту"
2013,"June 2013","Exports","Germany",406,1819967,"џэт-рту"
2013,"June 2013","Exports","Belgium",406,60278,"џэт-рту"
2013,"June 2013","Exports","Finland",406,3119317,"џэт-рту"
2013,"June 2013","Exports","Estonia",406,723700,"џэт-рту"
2013,"June 2013","Imports","Rep. of Moldova",406,973,"џэт-рту"
2013,"June 2013","Exports","Greece",406,20117,"џэт-рту"
2013,"June 2013","Exports","Slovenia",406,3465,"џэт-рту"
2013,"June 2013","Exports","Chile",406,25006,"џэт-рту"
2013,"June 2013","Exports","Lithuania",406,3830212,"џэт-рту"
2013,"June 2013","Exports","Latvia",406,361517,"џэт-рту"
2013,"June 2013","Exports","United Kingdom",406,122028,"џэт-рту"
2013,"June 2013","Imports","Georgia",406,34741,"џэт-рту"
2013,"June 2013","Exports","Sweden",406,20000,"џэт-рту"
2013,"June 2013","Exports","Bulgaria",406,17100,"џэт-рту"
2013,"June 2013","Imports","EU-28",406,1315,"џэт-рту"
2013,"June 2013","Exports","EU-28",406,19092196,"џэт-рту"
2013,"June 2013","Exports","Slovakia",406,32755,"џэт-рту"
2013,"June 2013","Imports","Azerbaijan",406,125439,"џэт-рту"
2013,"June 2013","Exports","Czech Rep.",406,70328,"џэт-рту"
2013,"June 2013","Exports","Armenia",406,233256,"џэт-рту"
2013,"June 2013","Exports","Poland",406,2152900,"џэт-рту"
2013,"June 2013","Exports","Norway",406,46307,"џэт-рту"
2013,"June 2013","Imports","Japan",406,64,"џэт-рту"
2013,"June 2013","Exports","Kazakhstan",406,NA,"џэт-рту"
2013,"June 2013","Imports","Kazakhstan",406,NA,"џэт-рту"
2013,"June 2013","Exports","France",406,873600,"џэт-рту"
2013,"June 2013","Imports","Russian Federation",406,766,"џэт-рту"
2013,"June 2013","Imports","Kyrgyzstan",406,162599,"џэт-рту"
2013,"June 2013","Imports","Belarus",406,255987,"џэт-рту"
2013,"June 2013","Exports","Belarus",406,11158373,"џэт-рту"
2013,"June 2013","Exports","Ireland",406,45391,"џэт-рту"
2013,"June 2013","Exports","Netherlands",406,3993785,"џэт-рту"
2013,"June 2013","Exports","Spain",406,734,"џэт-рту"
2013,"June 2013","Exports","Argentina",406,275025,"џэт-рту"
2013,"June 2013","Re-imports","Russian Federation",406,766,"џэт-рту"
2013,"June 2013","Imports","Jordan",406,419,"џэт-рту"
2013,"June 2013","Imports","Ukraine",406,231689,"џэт-рту"
2013,"June 2013","Exports","Ukraine",406,5220103,"џэт-рту"
2013,"June 2013","Imports","Armenia",406,16970,"џэт-рту"
2013,"June 2013","Exports","Italy",406,538800,"џэт-рту"
2013,"June 2013","Exports","Austria",406,NA,"џэт-рту"
2014,"June 2014","Exports","Denmark",406,1716366,"џэт-рту"
2014,"June 2014","Exports","United Kingdom",406,99082,"џэт-рту"
2014,"June 2014","Exports","Greece",406,8186,"џэт-рту"
2014,"June 2014","Exports","Australia",406,14091,"џэт-рту"
2014,"June 2014","Exports","Slovakia",406,22241,"џэт-рту"
2014,"June 2014","Exports","Cyprus",406,672,"џэт-рту"
2014,"June 2014","Exports","Ireland",406,102417,"џэт-рту"
2014,"June 2014","Exports","Argentina",406,49993,"џэт-рту"
2014,"June 2014","Exports","Czech Rep.",406,240442,"џэт-рту"
2014,"June 2014","Exports","Portugal",406,432,"џэт-рту"
2014,"June 2014","Imports","Ukraine",406,110441,"џэт-рту"
2014,"June 2014","Exports","Ukraine",406,1519103,"џэт-рту"
2014,"June 2014","Imports","Azerbaijan",406,165346,"џэт-рту"
2014,"June 2014","Imports","Armenia",406,14262,"џэт-рту"
2014,"June 2014","Exports","Austria",406,NA,"џэт-рту"
2014,"June 2014","Exports","Armenia",406,233620,"џэт-рту"
2014,"June 2014","Exports","Serbia",406,478343,"џэт-рту"
2014,"June 2014","Exports","Uruguay",406,50000,"џэт-рту"
2014,"June 2014","Exports","Lithuania",406,2716957,"џэт-рту"
2014,"June 2014","Exports","EU-28",406,16864029,"џэт-рту"
2014,"June 2014","Imports","EU-28",406,2434,"џэт-рту"
2014,"June 2014","Exports","Spain",406,2100,"џэт-рту"
2014,"June 2014","Exports","Netherlands",406,3736852,"џэт-рту"
2014,"June 2014","Exports","Germany",406,1561225,"џэт-рту"
2014,"June 2014","Imports","Germany",406,2434,"џэт-рту"
2014,"June 2014","Exports","Slovenia",406,4647,"џэт-рту"
2014,"June 2014","Imports","Georgia",406,75092,"џэт-рту"
2014,"June 2014","Exports","Sweden",406,NA,"џэт-рту"
2014,"June 2014","Imports","Rep. of Moldova",406,303,"џэт-рту"
2014,"June 2014","Exports","Croatia",406,42,"џэт-рту"
2014,"June 2014","Imports","Czech Rep.",406,26400,"џэт-рту"
2014,"June 2014","Exports","Belarus",406,11852071,"џэт-рту"
2014,"June 2014","Exports","Switzerland",406,27668,"џэт-рту"
2014,"June 2014","Exports","Italy",406,484089,"џэт-рту"
2014,"June 2014","Imports","Belarus",406,485914,"џэт-рту"
2014,"June 2014","Exports","France",406,489495,"џэт-рту"
2014,"June 2014","Exports","Latvia",406,573533,"џэт-рту"
2014,"June 2014","Exports","Estonia",406,32286,"џэт-рту"
2014,"June 2014","Exports","Belgium",406,43247,"џэт-рту"
2014,"June 2014","Exports","Finland",406,2954395,"џэт-рту"
2014,"June 2014","Exports","Poland",406,1956786,"џэт-рту"
2014,"June 2014","Imports","Kyrgyzstan",406,193601,"џэт-рту"
2014,"June 2014","Imports","Japan",406,99,"џэт-рту"
2014,"June 2014","Imports","Kazakhstan",406,1750796,"џэт-рту"
2014,"June 2014","Exports","Kazakhstan",406,40098,"џэт-рту"
2014,"June 2014","Exports","Norway",406,24311,"џэт-рту"
2015,"June 2015","Exports","Netherlands",406,18901,"џэт-рту"
2015,"June 2015","Imports","Slovakia",406,27225,"џэт-рту"
2015,"June 2015","Imports","",406,163,"џэт-рту"
2015,"June 2015","Exports","Denmark",406,177578,"џэт-рту"
2015,"June 2015","Exports","Australia",406,15919,"џэт-рту"
2015,"June 2015","Exports","France",406,270587,"џэт-рту"
2015,"June 2015","Exports","EU-28",406,1183560,"џэт-рту"
2015,"June 2015","Exports","Lithuania",406,365259,"џэт-рту"
2015,"June 2015","Exports","Switzerland",406,49207,"џэт-рту"
2015,"June 2015","Exports","Austria",406,26500,"џэт-рту"
2015,"June 2015","Imports","Armenia",406,14879,"џэт-рту"
2015,"June 2015","Exports","Armenia",406,1075153,"џэт-рту"
2015,"June 2015","Exports","Ireland",406,22321,"џэт-рту"
2015,"June 2015","Imports","Rep. of Moldova",406,70,"џэт-рту"
2015,"June 2015","Exports","Spain",406,NA,"џэт-рту"
2015,"June 2015","Imports","Serbia",406,47822,"џэт-рту"
2015,"June 2015","Exports","United States of America",406,NA,"џэт-рту"
2015,"June 2015","Exports","Serbia",406,2533656,"џэт-рту"
2015,"June 2015","Imports","EU-28",406,2692,"џэт-рту"
2015,"June 2015","Exports","Morocco",406,1323,"џэт-рту"
2015,"June 2015","Imports","Germany",406,2692,"џэт-рту"
2015,"June 2015","Exports","Germany",406,17206,"џэт-рту"
2015,"June 2015","Exports","Italy",406,117776,"џэт-рту"
2015,"June 2015","Exports","Turkey",406,46012,"џэт-рту"
2015,"June 2015","Exports","Poland",406,51905,"џэт-рту"
2015,"June 2015","Imports","Kazakhstan",406,1157440,"џэт-рту"
2015,"June 2015","Exports","Kazakhstan",406,185978,"џэт-рту"
2015,"June 2015","Imports","Georgia",406,53191,"џэт-рту"
2015,"June 2015","Exports","Czech Rep.",406,4471,"џэт-рту"
2015,"June 2015","Imports","Azerbaijan",406,6630,"џэт-рту"
2015,"June 2015","Exports","Argentina",406,357685,"џэт-рту"
2015,"June 2015","Exports","Estonia",406,40827,"џэт-рту"
2015,"June 2015","Exports","Finland",406,54366,"џэт-рту"
2015,"June 2015","Imports","Kyrgyzstan",406,15374,"џэт-рту"
2015,"June 2015","Imports","Belarus",406,481640,"џэт-рту"
2015,"June 2015","Exports","Belarus",406,16888046,"џэт-рту"
2016,"June 2016","Exports","Norway",406,783,"џэт-рту"
2016,"June 2016","Exports","Croatia",406,144,"џэт-рту"
2016,"June 2016","Imports","EU-28",406,3834,"џэт-рту"
2016,"June 2016","Exports","EU-28",406,2269,"џэт-рту"
2016,"June 2016","Exports","Latvia",406,42,"џэт-рту"
2016,"June 2016","Exports","Ukraine",406,29,"џэт-рту"
2016,"June 2016","Imports","Germany",406,3834,"џэт-рту"
2016,"June 2016","Exports","Chile",406,25004,"џэт-рту"
2016,"June 2016","Exports","Egypt",406,164340,"џэт-рту"
2016,"June 2016","Exports","Germany",406,1701,"џэт-рту"
2016,"June 2016","Exports","Kazakhstan",406,120165,"џэт-рту"
2016,"June 2016","Imports","Kazakhstan",406,785003,"џэт-рту"
2016,"June 2016","Exports","Switzerland",406,86952,"џэт-рту"
2016,"June 2016","Exports","Armenia",406,850728,"џэт-рту"
2016,"June 2016","Imports","Armenia",406,35881,"џэт-рту"
2016,"June 2016","Exports","Serbia",406,447128,"џэт-рту"
2016,"June 2016","Exports","Netherlands",406,336,"џэт-рту"
2016,"June 2016","Imports","Kyrgyzstan",406,17626,"џэт-рту"
2016,"June 2016","Imports","United States of America",406,6209,"џэт-рту"
2016,"June 2016","Exports","Turkey",406,1401,"џэт-рту"
2016,"June 2016","Exports","Azerbaijan",406,1260,"џэт-рту"
2016,"June 2016","Exports","Argentina",406,595359,"џэт-рту"
2016,"June 2016","Imports","Azerbaijan",406,11383,"џэт-рту"
2016,"June 2016","Exports","Brazil",406,58838,"џэт-рту"
2016,"June 2016","Imports","Mongolia",406,10273,"џэт-рту"
2016,"June 2016","Imports","Rep. of Moldova",406,33,"џэт-рту"
2016,"June 2016","Imports","Georgia",406,44535,"џэт-рту"
2016,"June 2016","Exports","Kyrgyzstan",406,372000,"џэт-рту"
2016,"June 2016","Exports","Bulgaria",406,59,"џэт-рту"
2016,"June 2016","Imports","Belarus",406,392103,"џэт-рту"
2016,"June 2016","Exports","Belarus",406,17404781,"џэт-рту"
2017,"June 2017","Imports","New Zealand",406,149,"џэт-рту"
2017,"June 2017","Exports","Switzerland",406,174855,"џэт-рту"
2017,"June 2017","Exports","Chile",406,82020,"џэт-рту"
2017,"June 2017","Imports","Serbia",406,3602,"џэт-рту"
2017,"June 2017","Exports","Serbia",406,666504,"џэт-рту"
2017,"June 2017","Exports","Brazil",406,20818,"џэт-рту"
2017,"June 2017","Exports","Lithuania",406,502,"џэт-рту"
2017,"June 2017","Imports","EU-28",406,2984,"џэт-рту"
2017,"June 2017","Exports","EU-28",406,3576,"џэт-рту"
2017,"June 2017","Exports","Argentina",406,534181,"џэт-рту"
2017,"June 2017","Exports","Germany",406,2962,"џэт-рту"
2017,"June 2017","Imports","Germany",406,2984,"џэт-рту"
2017,"June 2017","Exports","Kazakhstan",406,170976,"џэт-рту"
2017,"June 2017","Imports","Jordan",406,628,"џэт-рту"
2017,"June 2017","Imports","Kyrgyzstan",406,135886,"џэт-рту"
2017,"June 2017","Exports","Kyrgyzstan",406,157000,"џэт-рту"
2017,"June 2017","Exports","Egypt",406,223605,"џэт-рту"
2017,"June 2017","Exports","Croatia",406,99,"џэт-рту"
2017,"June 2017","Imports","Georgia",406,56366,"џэт-рту"
2017,"June 2017","Exports","Bulgaria",406,13,"џэт-рту"
2017,"June 2017","Exports","Turkey",406,10261,"џэт-рту"
2017,"June 2017","Imports","Belarus",406,360196,"џэт-рту"
2017,"June 2017","Imports","Kazakhstan",406,881859,"џэт-рту"
2017,"June 2017","Imports","Azerbaijan",406,6582,"џэт-рту"
2017,"June 2017","Imports","Mongolia",406,25350,"џэт-рту"
2017,"June 2017","Exports","Rep. of Moldova",406,181283,"џэт-рту"
2017,"June 2017","Exports","Belarus",406,0,"џэт-рту"
2017,"June 2017","Exports","Armenia",406,1003983,"џэт-рту"
2017,"June 2017","Imports","Armenia",406,24535,"џэт-рту"
2017,"June 2017","Exports","Ukraine",406,10,"џэт-рту"
2017,"June 2017","Exports","Azerbaijan",406,1848,"џэт-рту"
2018,"June 2018","Imports","United States of America",406,818,"џэт-рту"
2018,"June 2018","Imports","Slovenia",406,33,"џэт-рту"
2018,"June 2018","Imports","Mongolia",406,18084,"џэт-рту"
2018,"June 2018","Exports","Chile",406,193039,"џэт-рту"
2018,"June 2018","Exports","Rep. of Moldova",406,142379,"џэт-рту"
2018,"June 2018","Imports","",406,11,"џэт-рту"
2018,"June 2018","Exports","Brazil",406,59175,"џэт-рту"
2018,"June 2018","Exports","Germany",406,2120,"џэт-рту"
2018,"June 2018","Exports","Egypt",406,367171,"џэт-рту"
2018,"June 2018","Imports","Germany",406,2687,"џэт-рту"
2018,"June 2018","Imports","Singapore",406,20,"џэт-рту"
2018,"June 2018","Exports","Croatia",406,99,"џэт-рту"
2018,"June 2018","Exports","Morocco",406,1971,"џэт-рту"
2018,"June 2018","Imports","Kyrgyzstan",406,6749,"џэт-рту"
2018,"June 2018","Exports","Kyrgyzstan",406,156500,"џэт-рту"
2018,"June 2018","Exports","Argentina",406,635925,"џэт-рту"
2018,"June 2018","Exports","Azerbaijan",406,2984,"џэт-рту"
2018,"June 2018","Exports","Serbia",406,934934,"џэт-рту"
2018,"June 2018","Imports","Armenia",406,37947,"џэт-рту"
2018,"June 2018","Exports","Switzerland",406,240509,"џэт-рту"
2018,"June 2018","Exports","Armenia",406,195172,"џэт-рту"
2018,"June 2018","Imports","Georgia",406,44613,"џэт-рту"
2018,"June 2018","Imports","EU-28",406,2687,"џэт-рту"
2018,"June 2018","Exports","EU-28",406,2521,"џэт-рту"
2018,"June 2018","Exports","Kazakhstan",406,NA,"џэт-рту"
2018,"June 2018","Imports","Kazakhstan",406,NA,"џэт-рту"
2018,"June 2018","Imports","Belarus",406,328813,"џэт-рту"
2018,"June 2018","Exports","Belarus",406,0,"џэт-рту"
2018,"June 2018","Exports","Turkey",406,46824,"џэт-рту"
2018,"June 2018","Exports","Bulgaria",406,227,"џэт-рту"
